ID,Keyword
1382417523249983494,8362434163615403003
1382417523052797959,8362434163615403003
1382417510142595073,8362434163615403003
1382417485350178818,8362434163615403003
1382417470921773060,8362434163615403003
1382417470309421060,8362434163615403003
1382417460444467207,8362434163615403003
1382417422154661888,8362434163615403003
1382417410154766336,8362434163615403003
1382417403892629509,8362434163615403003
1382417391313817600,8362434163615403003
1382417381868204033,8362434163615403003
1382417356190666752,8362434163615403003
1382417347932168193,8362434163615403003
1382417320115642374,8362434163615403003
1382417320107241474,8362434163615403003
1382417258077642752,8362434163615403003
1382417257175732229,8362434163615403003
1382417257175732229,-753937776468094392
1382417247663194123,8362434163615403003
1382417245398310916,8362434163615403003
1382417210602311681,8362434163615403003
1382417198489174019,8362434163615403003
1382417191686012945,8362434163615403003
1382417176951283713,-753937776468094392
1382417168034332675,8362434163615403003
1382417164540469248,8362434163615403003
1382417156164395008,8362434163615403003
1382417117773959171,8362434163615403003
1382417117169979396,8362434163615403003
1382417113776857088,8362434163615403003
1382417081715544066,8362434163615403003
1382417062350442499,8362434163615403003
1382417043534671873,8362434163615403003
1382417011242905600,8362434163615403003
1382416992976707586,8362434163615403003
1382416964790874112,8362434163615403003
1382416952577118214,8362434163615403003
1382416951209725954,8362434163615403003
1382416917806350339,8362434163615403003
1382416909547802634,8362434163615403003
1382416902006272000,8362434163615403003
1382416891478675459,8362434163615403003
1382416890597900289,8362434163615403003
1382424704938557446,8362434163615403003
1382424702405206018,8362434163615403003
1382424058747314178,2407412950524846493
1382424037008277504,8362434163615403003
1382408130546503683,8362434163615403003
1382347790701985792,8362434163615403003
1382313949836693505,-753937776468094392
1382295187607711753,8362434163615403003
1382295187607711753,8362434163615403003
1382093785316876298,8362434163615403003
1382045709113905157,8362434163615403003
1381993693150728192,5697749474731165279
1381993693150728192,8362434163615403003
1381985314680496135,8362434163615403003
1381979253315604483,8362434163615403003
1381979253143707649,8362434163615403003
1381807375808610305,8362434163615403003
1381720442591981575,8362434163615403003
1381720442591981575,5697749474731165279
1381710385976389644,8362434163615403003
1381696480398958593,-753937776468094392
1381683342320500738,8362434163615403003
1381660611646472201,5697749474731165279
1381660611646472201,8362434163615403003
1386805323038609408,8362434163615403003
1386805299441512458,8362434163615403003
1386805284409122820,8362434163615403003
1386805284409122820,8362434163615403003
1386805235658731525,8362434163615403003
1386805231523180547,-753937776468094392
1386805224350752769,8362434163615403003
1386805206801809408,8362434163615403003
1386805192532795394,8362434163615403003
1386805181585702912,8362434163615403003
1386805100858028039,8362434163615403003
1386805093865988104,8362434163615403003
1386805080301649924,8362434163615403003
1386805073913815041,8362434163615403003
1386805066674409475,8362434163615403003
1386805066674409475,8362434163615403003
1386805039918841858,8362434163615403003
1386805036181692416,8362434163615403003
1386805022386655238,8362434163615403003
1386805020658704386,8362434163615403003
1386805019794567168,8362434163615403003
1386805018922262535,8362434163615403003
1386804970066911236,8362434163615403003
1386804970066911236,8362434163615403003
1386804953860120577,8362434163615403003
1386804934117576705,8362434163615403003
1386804927398285320,8362434163615403003
1386804915054469125,8362434163615403003
1386804898658803717,8362434163615403003
1386804874566946816,8362434163615403003
1386804869906919424,8362434163615403003
1386804814965878784,8362434163615403003
1386804805637705729,8362434163615403003
1386804789183275008,8362434163615403003
1386804772422963204,-753937776468094392
1386804771349217289,8362434163615403003
1386804748511154177,8362434163615403003
1386804716827512832,8362434163615403003
1386804701836943360,8362434163615403003
1386804700918525957,8362434163615403003
1386806021981626377,2407412950524846493
